registros,I_Cmp,I_Und
1,CAFÉ,PACOTE-500G
1,CAFE TORRADO,PACOTES DE 500 GRAMA
1,CAFÉ,PACOTES 500 GR.
1,CAFÉ,PCT 25 GR
1,CAFÉ,PC DE 250 GR
1,CAFÉ,PÇS
1,CAFÉ,PACT 500 G
1,CAFE TORRADO,PACOTE DE 500 GR.
1,CAFÉ,PACOTE C/ 500G.
1,CAFÉ,PACOTE C/01 KG
1,CAFÉ,PACOTE 500GRAMAS
1,CAFE TORRADO,"PACOTE 500,00 G"
1,CAFÉ,PACOTE 250GRS.
1,CAFÉ,PACOTE 50 G
1,CAFE TORRADO,PACOTE 250 MG
1,CAFÉ,"PACOTE 00001,00 KG"
1,CAFÉ,"PACOTE 0000500,00 G"
1,CAFE TORRADO,"PACOTE 1,00 KG"
1,CAFÉ,LIOGRAMA
1,CAFÉ,PACOT C/ 250 G
1,CAFÉ,PACOTE  250 G.
1,CAFÉ,PACOTE  500GR
1,CAFÉ,PACOTE  DE 250 GR. M
1,CAFE TORRADO,GR.
1,CAFÉ,FRDS
1,CAFÉ,"KG(FORNEC PCT 0,5KG)"
1,CAFÉ,EMBALAGENS DE QUINHE
1,CAFÉ,"FARDO 100,00 UN"
1,CAFÉ,FARDO 20 PACOTES
1,CAFÉ,"FARDO 20,00 KG"
1,CAFÉ,FARDO 20/250G
1,CAFÉ,EMBALAGEM COM 1KG
1,CAFÉ,EMBALAGEM COM 200 G
1,CAFÉ,FRASCO COM 400 G
1,CAFÉ,"EMBALAGEM 00000500,0"
1,CAFÉ,EMBALAGEM 1 KG
1,CAFÉ,EMBALAGEM 450G
1,CAFÉ,FARDO C/ 20 UNIDADES
1,CAFÉ,FARDO C/20
1,CAFÉ,FARDO COM 10 PCT.
1,CAFÉ,FARDO COM 20 UNIDADE
1,CAFÉ,FARDO COM 30KLG
1,CAFÉ,FARDO DE 10KG
1,CAFÉ,FARDOS COM 20 KILOGR
1,CAFÉ,FD C/ 5KG.
1,CAFÉ,FD'
1,CAFÉ,5.5
1,CAFE TORRADO,1
1,CAFÉ,100
1,CAFE TORRADO,"13,96 K"
1,CAFÉ,20X250G
1,CAFE TORRADO,"22,81"
1,CAFÉ,"6,40"
1,CAFÉ,"BLOCO 100,00 FL"
1,CAFÉ,"CAIXA 60,00 UN"
1,CAFÉ,CAIXA 6X1
1,CAFÉ,CAIXA C/ 20PCT DE 25
1,CAFÉ,CJTO
1,CAFÉ,COPO/XÍCARA 100 ML
1,CAFÉ,CX 500 G
1,CAFÉ,CX COM 20 PCTS
1,CAFÉ,CAIXA C/50 PCT
1,CAFÉ,CAIXA 500 G
1,CAFÉ,CAIXA DE 20 UNIDADES
1,CAFE TORRADO,X
1,CAFÉ,XXX
1,CAFE TORRADO,UNID
1,CAFE TORRADO,"R$ 9,74"
1,CAFÉ,UNIDADES.
1,CAFÉ,URUPA
1,CAFÉ,"VIDRO 00000200,00 G"
1,CAFÉ,VIDRO 100GR
1,CAFÉ,PCT 5KG
1,CAFE TORRADO,PCT C/1KG
1,CAFÉ,PCT.DE 250GRS
1,CAFÉ,PCTC/ 250G
1,CAFÉ,PCTO 500 GR
1,CAFÉ,SACO 510 GRAMAS
1,CAFÉ,SRBM
1,CAFÉ,UNDI
1,CAFÉ,PCT 250 G.
1,CAFÉ,PCT 500 GM A VÁCUO
1,CAFÉ,PCOTE
1,CAFÉ,PCT  500G.
1,CAFÉ,PACOTES DE 500 GRAMS
1,CAFÉ,PACOTE/250 GRS.
1,CAFÉ,PACOTES - 250 G
1,CAFÉ,PACOTES DE 500GRAMAS
1,CAFÉ,PACOTES/C250G
1,CAFÉ,PACT COM 250G
1,CAFÉ,PACTE C/250G
1,CAFÉ,PACOTE 00000500 GR
1,CAFÉ,PACOTE 1 KG.
1,CAFE TORRADO,PACOTE 250 GRAMAS
1,CAFÉ,PACOTE C/500GR
1,CAFÉ,PACOTE COM  5 KG
1,CAFÉ,PACOTE COM 500GR.
1,CAFÉ,PACOTE DE 01 KG
1,CAFÉ,PACOTE DE 1 QUILO
1,CAFÉ,"PACOTE DE 1,0 KG"
1,CAFÉ,PACOTE DE 1KG.
1,CAFÉ,PACOTE DE 500 GRAMS
1,CAFE TORRADO,PACOTE DE 500G
1,CAFÉ,PACOTE DE KG
1,CAFÉ,PACOTE GR
1,CAFÉ,PACOTE DE 250MG.
1,CAFE TORRADO,PACOTE DE 500 GR
1,CAFÉ,PACOTES 500GRS
1,CAFÉ,PACOTES C/ 500G
1,CAFÉ,PACOTES DE 1/2 KG
1,CAFÉ,440
1,CAFE TORRADO,500
1,CAFE TORRADO,500 GR
1,CAFÉ,500G.
1,CAFÉ,592
1,CAFÉ,"6,80"
1,CAFÉ,67.8
1,CAFÉ,763
1,CAFÉ,ALMOFADA DE 500 G
1,CAFÉ,CAIXA 20 UNID
1,CAFÉ,250 GR
1,CAFÉ,250 PCT
1,CAFÉ,_KG
1,CAFÉ,1 KG UNI
1,CAFÉ,"1,95"
1,CAFÉ,1/2KG
1,CAFÉ,"EMBALAGEM 00250,00 G"
1,CAFÉ,EMBALAGEM C/ 500 GR
1,CAFÉ,CX 500G
1,CAFÉ,CXS C/12 PCT500GR
1,CAFÉ,EMBALAGEM VÁCUO 250G
1,CAFÉ,EMBALAGENS 500G
1,CAFÉ,EMBALGEM 500G
1,CAFÉ,"ENVELOPE 15,00 G"
1,CAFÉ,FARDO (C/20PCT.250GR
1,CAFÉ,CAIXA COM 20 UNIDADE
1,CAFÉ,CAIXA COM 500 GRAMAS
1,CAFÉ,CAIXA COM EMBALAGEM
1,CAFÉ,CAIXAS COM 20 PACOTE
1,CAFÉ,CAP/C/250/GRAMAS
1,CAFÉ,CENTO E CINQUENTA KG
1,CAFÉ,CAIXA C/ 20 EMB 250G
1,CAFÉ,CAIXA C/ 20 UNIDADES
1,CAFÉ,CAIXA C/ 24 UNID.
1,CAFÉ,CAIXA C/500G
1,CAFÉ,CAIXA COM 16 CÁPSULA
1,CAFÉ,EMBALAGEM DE 500 GR
1,CAFÉ,FD C 20 PCTS DE 250G
1,CAFÉ,FDO 30KG.
1,CAFÉ,FDO 5KG
1,CAFÉ,FARDO C 20 UN DE 250
1,CAFÉ,FARDO C/20 PACOTE
1,CAFÉ,FARDO COM 20
1,CAFÉ,FARDO COM 20KG
1,CAFÉ,FARDO COM 5KG.
1,CAFÉ,MATERIA
1,CAFÉ,MOTOR DE PARTIDA
1,CAFÉ,PAC/C/500G
1,CAFÉ,PACATE DE 250GR
1,CAFÉ,PACOT.
1,CAFÉ,PACOTE (250 G)
1,CAFÉ,KG CAFÉ EXTRA FORTE
1,CAFÉ,LATA/PACOTE 200G
1,CAFÉ,LATA/PACOTE 200GR
1,CAFÉ,FRASCO 200 ML
1,CAFÉ,FRD 05KG
1,CAFE TORRADO,FRDO
1,CAFÉ,HK
1,CAFÉ,JG.
1,CAFÉ,GARRAFA DE 2 LITROS
1,CAFÉ,PACOTE C/250 GRAMAS
1,CAFÉ,PACOTE C/500 UND
1,CAFÉ,PACOTE COM 01KG
1,CAFÉ,PACOTE COM 250 G.
1,CAFÉ,KITS
1,CAFÉ,NI
1,CAFÉ,PA COM 5 KG
1,CAFÉ,"PACOTE 1,0  KG"
1,CAFÉ,PACOTE 1K
1,CAFÉ,PACOTE 200 GR
1,CAFÉ,LATA/POTE 200 G
1,CAFÉ,PACOTE  DE 500 G
1,CAFÉ,PACOTE (500 GRAMAS)
1,CAFÉ,PCT 01 KG
1,CAFÉ,PCT 1/20KG
1,CAFE TORRADO,PCT 500 G
1,CAFÉ,PC 500 GRS
1,CAFÉ,PCT (250G)
1,CAFE TORRADO,PACOTE DE 250G
1,CAFÉ,PACOTE COM 500 UND
1,CAFÉ,PACOTE]
1,CAFÉ,PACOTE_500 G
1,CAFÉ,PACOTES (500 G)
1,CAFÉ,PACOTES 250 GRAMAS
1,CAFÉ,PACOTES 500GR.
1,CAFÉ,PTE. 250G
1,CAFÉ,QUILOOGRAMA
1,CAFÉ,QUILOS (ACONDIC EMBA
1,CAFE TORRADO,"R$ 12,72"
1,CAFÉ,S
1,CAFÉ,SACAS
1,CAFÉ,PCT- 500 GRS
1,CAFÉ,PCT. 250 G
1,CAFÉ,PCT. 250G.
1,CAFÉ,PCT. 500G.
1,CAFÉ,PCT. COM 500GR.
1,CAFÉ,PCT.500G
1,CAFÉ,PCT/250G
1,CAFÉ,PCT/CX C/500G
1,CAFÉ,PCT__500G
1,CAFÉ,KILO GRAMA
1,CAFÉ,"FRASCO 00000100,00 G"
1,CAFÉ,"EMBALAGEM 200,00 G"
1,CAFÉ,EMBALAGEM 250 GR
1,CAFÉ,KG (QUILOGRAMA)
1,CAFÉ,KG - QUILOGRAMAS
1,CAFÉ,KG EM PCTE. DE 2KG
1,CAFÉ,"KG(EMBALAGEM 0,5KG)"
1,CAFE TORRADO,"KG, PACOTE C/ 500G"
1,CAFE TORRADO,KGRS.
1,CAFÉ,EMBALAGEM 500 GM
1,CAFÉ,EMBALAGEM C/ 250G
1,CAFÉ,EMBALAGEM C/ 500G
1,CAFÉ,DIVERSOS
1,CAFÉ,EMB COM 500GR
1,CAFE TORRADO,EMBALAGEM
1,CAFÉ,EMBALAGEM  C/ 1 KG
1,CAFÉ,FARDO C/ 5 KGS
1,CAFÉ,FARDO C/20 500GRAMA
1,CAFÉ,FARDO COM 5 KG.
1,CAFE TORRADO,EMBALAGEM COM 500 GR
1,CAFÉ,EMBALAGEM DE 250GRAM
1,CAFÉ,EMBALAGEM VÁCUO 500G
1,CAFÉ,EMBALAGENS DE 500G
1,CAFÉ,FARDO (20X250G)
1,CAFÉ,FARDO 10 KG
1,CAFÉ,"BOBINA 40,00 KG"
1,CAFÉ,CAFÉ COM PACOTES DE
1,CAFÉ,CAIXA (C/5 KG CADA)
1,CAFÉ,"CAIXA 20,00 KG"
1,CAFÉ,"11,80"
1,CAFE TORRADO,"13,80"
1,CAFE TORRADO,250 GRAMAS
1,CAFÉ,3960
1,CAFÉ,5.95
1,CAFÉ,500GRAMAS
1,CAFÉ,500GRS
1,CAFÉ,"6,25"
1,CAFÉ,"6,55"
1,CAFÉ,660
1,CAFÉ,"7,85"
1,CAFÉ,ACUCAR E CAFE
1,CAFÉ,CAIXA COM 500 G
1,CAFÉ,CAIXA COM 5KG
1,CAFÉ,CAXA COM 500G
1,CAFÉ,CHÁ MISTO SABOR FRUT
1,CAFÉ,CORREIA DO ALTERNADO
1,CAFÉ,CX 5 KG
1,CAFÉ,CX C/20 PC DE 500 GR
1,CAFÉ,CX C/500 GR
1,CAFÉ,CAIXA COM 20 PC250G
1,CAFÉ,CAIXA C/ 24 PCTES
1,CAFÉ,KG
1,CAFÉ,UND.
1,CAFÉ,PESSOAS
1,CAFÉ,PT C/ 250G
1,CAFE TORRADO,UNI
1,CAFÉ,UNIDADADE
1,CAFÉ,UNS
1,CAFÉ,PCTS DE 500 GRAMAS
1,CAFÉ,POR UNIDADE
1,CAFÉ,PT C/1 KG
1,CAFE TORRADO,QUILOGRAMAS
1,CAFÉ,QUILOGRMA
1,CAFÉ,SANTA CLARA
1,CAFÉ,SACO 500 GR
1,CAFÉ,SACO COM 10 PACOTES
1,CAFÉ,SACAS DE 60 KG
1,CAFÉ,"POTE 500,00 G"
1,CAFÉ,EMBALAGEM 100G
1,CAFÉ,"EMBALAGEM COM 0,5 KG"
1,CAFÉ,GARRAFA DE 2L
1,CAFÉ,GLOBAL
1,CAFÉ,GR.
1,CAFÉ,JOGO JUNTA MOTOR
1,CAFE TORRADO,FRD.
1,CAFÉ,KILOS PCT DE 500 GRA
1,CAFE TORRADO,KG/MÊS
1,CAFE TORRADO,KG1056
1,CAFE TORRADO,KGS. PACOTE 250 GMS.
1,CAFÉ,KH.
1,CAFÉ,CX C/24 PCT DE 500G
1,CAFÉ,CXS C/24PCT
1,CAFÉ,CAIXA C/20 PCT 250 G
1,CAFÉ,CAIXA C/20X1
1,CAFÉ,FARD
1,CAFÉ,FARDO 20 EMBAL. 250G
1,CAFÉ,FARDO DE 05 KG
1,CAFÉ,FARDOS.
1,CAFÉ,FD C/ 5 KG
1,CAFÉ,FARDO C/
1,CAFÉ,FARDO C/ 20 UND 250G
1,CAFÉ,FARDO C/ 20PCT/500G
1,CAFÉ,FARDO C/KG
1,CAFE TORRADO,"8,15"
1,CAFÉ,"8,45"
1,CAFÉ,"8,60"
1,CAFÉ,ALMOFADA
1,CAFÉ,"CAFE , PCT. 1 KG."
1,CAFÉ,"CAFE MOIDO, PCT. 500"
1,CAFÉ,CAFE TORRADO E MOIDO
1,CAFÉ,CAIXA - 500G X 10 X1
1,CAFÉ,"CAIXA 24,00 PCT"
1,CAFÉ,CAIXA COM 500 GR
1,CAFÉ,CAIXAS 500 G
1,CAFÉ,CELULAR
1,CAFÉ,"CILINDRO 13,60 KG"
1,CAFÉ,"CAIXA 3000,00 UN"
1,CAFÉ,"CAIXA 5,00 KG"
1,CAFÉ,CAIXA C/ 20PTS 500GR
1,CAFÉ,CAIXA C/ 500 G
1,CAFÉ,200G
1,CAFÉ,200ML
1,CAFÉ,225
1,CAFÉ,"23,80"
1,CAFÉ,2300
1,CAFÉ,250GRS.
1,CAFE TORRADO,3
1,CAFÉ,"5,20"
1,CAFÉ,1/2 K
1,CAFÉ,174
1,CAFÉ,200 G
1,CAFÉ,520
1,CAFE TORRADO,560
1,CAFÉ,500 G
1,CAFÉ,*FRASCO
1,CAFÉ,PCT C/ 100G
1,CAFÉ,PCT C/1 KG.
1,CAFÉ,PCT 500 GRS COMUM
1,CAFÉ,PCT COM 05 KG
1,CAFÉ,PCT COM 250 G
1,CAFÉ,PCT COM 250 GRAMAS
1,CAFÉ,PCT-500G
1,CAFÉ,PCT. 500 G
1,CAFÉ,PCT.C/500G
1,CAFÉ,PCT/500 G
1,CAFÉ,PCTE 250GR
1,CAFÉ,PCTE COM 250G
1,CAFE TORRADO,PCTE.
1,CAFÉ,PCTE. C/ 500GR. CADA
1,CAFÉ,PCTES 250GRAMAS
1,CAFÉ,PACOTES 250G.
1,CAFÉ,PACOTES C/ 250 GR.
1,CAFE TORRADO,PACOTES COM 500G
1,CAFÉ,"PACOTES DE 1,0KG"
1,CAFÉ,PACOTE.
1,CAFÉ,PACOTE DE 1 KG.
1,CAFÉ,PACOTE DE 250 GRS
1,CAFÉ,PC.500G
1,CAFÉ,PCO
1,CAFÉ,"PACOTE 0,500G"
1,CAFÉ,PACOTE 1/2 KILO
1,CAFÉ,"PACOTE 00000001,00KG"
1,CAFÉ,"LATA 20,00 KG"
1,CAFÉ,LATA 200 GRAMAS
1,CAFÉ,"LATA 300,00 G"
1,CAFÉ,METRO QUADRADO
1,CAFÉ,PACATE DE 1KG
1,CAFÉ,PACOTE  250 GR
1,CAFÉ,PACOTE  250G
1,CAFÉ,PACOTE COM 250GRAMAS
1,CAFÉ,"PACOTE COM 0,5KG"
1,CAFÉ,PACOTE COM 01 KG.
1,CAFÉ,PACOTE COM 250
1,CAFE TORRADO,PACOTE 250GR
1,CAFÉ,"PACOTE 8,00 UN"
1,CAFÉ,UN5
1,CAFE TORRADO,VIDRO
1,CAFÉ,SACHÊ C/ 50 GRAMAS
1,CAFÉ,"SACO 50,00 KG"
1,CAFÉ,SV
1,CAFÉ,UNIDADE 1 KG
1,CAFÉ,UNIDADE 500 GRAMAS
1,CAFÉ,UNIDADE PACOTES DE 5
1,CAFÉ,"CAIXA 60,00 L"
1,CAFÉ,CAIXA C/ 12
1,CAFÉ,CAIXA C/ 16 UND
1,CAFÉ,CAIXA C/16 CAPUSULAS
1,CAFÉ,CAIXA C/20 UNDS. (PC
1,CAFE TORRADO,CAIXA C/20PCT X 250G
1,CAFÉ,CAIXA COM 05 KILOS
1,CAFÉ,CAIXA COM 10 UNIDADE
1,CAFÉ,CAIXA COM 20X250
1,CAFÉ,CAIXA DE 500GR
1,CAFÉ,CAIXA/PACOTE 500G
1,CAFÉ,CAPSULAS
1,CAFE TORRADO,CX C/ 500G
1,CAFÉ,CX C/24 EMB DE 500G
1,CAFE TORRADO,CX.
1,CAFÉ,CX. C/ 24 POTES
1,CAFÉ,CAIXA 250 G
1,CAFÉ,CAIXA 250G
1,CAFÉ,"CAIXA 30,00 UN"
1,CAFÉ,"*PACOTE 200,00 G"
1,CAFÉ,_CAIXA C/ 20 UNIDADE
1,CAFÉ,3
1,CAFÉ,1 KG (4 PTS DE 250G)
1,CAFÉ,198
1,CAFÉ,250 GRAMA
1,CAFÉ,"3,89"
1,CAFÉ,"4,00"
1,CAFÉ,4.7
1,CAFÉ,"5,88"
1,CAFÉ,6.93
1,CAFÉ,68
1,CAFÉ,686
1,CAFÉ,ACOTE 500 GR
1,CAFÉ,"AMPOLA 00000001,00 M"
1,CAFÉ,CAFÉ MOIDO FARDO COM
1,CAFÉ,CAIXA 10X500GR
1,CAFÉ,FARDO 5.00 KG
1,CAFÉ,FARDO 5KG.
1,CAFÉ,"FARDO COM 5KG,"
1,CAFÉ,FARDOS COM 48 UNID
1,CAFÉ,FD 5KG
1,CAFÉ,FD DE 05 KG
1,CAFÉ,FARDO 20X01
1,CAFÉ,EMBALAGEM 500GM
1,CAFÉ,EMBALAGEM COM 500GR
1,CAFÉ,EMPACOTADO
1,CAFÉ,FARDE
1,CAFÉ,EMB C/ 250 GRAMAS
1,CAFÉ,"EMBALAGEM 2,00 L"
1,CAFE TORRADO,GARRAFAO
1,CAFÉ,GRAMAS.
1,CAFÉ,GRS
1,CAFÉ,IBAMA
1,CAFÉ,JOGO VELAS
1,CAFÉ,FRASCO 200 G
1,CAFÉ,KLG.
1,CAFE TORRADO,KLS
1,CAFÉ,LATA OU PACOTE
1,CAFÉ,KILOGRAMO
1,CAFÉ,KG (PAC 500 GRS.)
1,CAFÉ,"PACOTE  500,00 G"
1,CAFÉ,"PACOTE 00000005,00 K"
1,CAFÉ,PACOTE 140 G
1,CAFÉ,PA
1,CAFÉ,MEIO QUILO
1,CAFÉ,PACOTE 250GRS
1,CAFE TORRADO,PACOTE 500 GRS
1,CAFÉ,PACOTE C/ 01 KG
1,CAFÉ,PACOTE C/ 250G.
1,CAFÉ,PACOTE C/ 500GRMAS
1,CAFE TORRADO,PACOTE C/500G
1,CAFÉ,PACOTE DE 500G TIJOL
1,CAFE TORRADO,PACOTE DE 500GRS
1,CAFÉ,"PACOTE, 500 GRAMAS"
1,CAFÉ,PACOTE/250GRAMAS
1,CAFÉ,PACOTES 1 KG
1,CAFÉ,"PACOTES 500,00GR"
1,CAFÉ,PCTE. DE 500 GR.
1,CAFÉ,QUILOGRAMA (KG.)
1,CAFÉ,QUILOS DE CAFÉ
1,CAFÉ,QUIOGRAMA
1,CAFÉ,PCTS 500G
1,CAFÉ,PCTS DE 250 GRAMAS
1,CAFÉ,PCTS.
1,CAFÉ,PCTE DE 500 G
1,CAFÉ,PCT. C/ 500 GRAMAS
1,CAFÉ,PCT. DE 500G.
1,CAFÉ,PCT - 250G
1,CAFÉ,PCT -250G
1,CAFE TORRADO,PCT 250G
1,CAFÉ,PCT 50 GRS
1,CAFÉ,PCT A VÁCUO C/ 500 G
1,CAFÉ,PCT C/
1,CAFÉ,PCT C/1/2 K
1,CAFÉ,PCT DE 500 GRAMS
1,CAFÉ,PACOTE COM 500 GRS
1,CAFÉ,PACOTE COM 500GRAMAS
1,CAFÉ,"PAR 2,00 UN"
1,CAFE TORRADO,PC C/250G
1,CAFÉ,PCOTES 500GR